state,district,market,commodity,min_price,max_price,modal_price,date
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2871,3653,3208,2026-03-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2996,3641,3244,2026-03-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2963,3478,3245,2026-03-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3017,3471,3241,2026-03-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3046,3549,3272,2026-03-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2965,3728,3306,2026-03-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2919,3700,3275,2026-03-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3013,3637,3239,2026-03-27
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2884,3561,3248,2026-03-28
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2879,3475,3263,2026-03-29
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3010,3462,3255,2026-03-30
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3053,3518,3252,2026-03-31
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2967,3438,3239,2026-04-01
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2876,3468,3248,2026-04-02
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2934,3678,3238,2026-04-03
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2943,3516,3300,2026-04-04
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2879,3540,3240,2026-04-05
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3005,3525,3266,2026-04-06
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3055,3588,3264,2026-04-07
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3042,3715,3294,2026-04-08
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2979,3595,3301,2026-04-09
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3037,3533,3274,2026-04-10
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2994,3702,3261,2026-04-11
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2972,3581,3276,2026-04-12
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2987,3512,3314,2026-04-13
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2982,3583,3277,2026-04-14
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2971,3645,3313,2026-04-15
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2930,3589,3273,2026-04-16
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2958,3606,3234,2026-04-17
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2842,3646,3227,2026-04-18
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2925,3645,3297,2026-04-19
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2971,3461,3227,2026-04-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2975,3501,3262,2026-04-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3039,3475,3262,2026-04-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2920,3577,3262,2026-04-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2950,3546,3234,2026-04-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2909,3640,3253,2026-04-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3015,3569,3236,2026-04-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2950,3478,3214,2026-04-27
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3002,3564,3226,2026-04-28
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,3028,3666,3257,2026-04-29
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2979,3578,3226,2026-04-30
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2941,3437,3201,2026-05-01
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2954,3607,3178,2026-05-02
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2864,3521,3231,2026-05-03
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2830,3506,3203,2026-05-04
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2964,3693,3254,2026-05-05
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2956,3659,3242,2026-05-06
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2859,3546,3209,2026-05-07
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2908,3362,3158,2026-05-08
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2850,3552,3174,2026-05-09
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2850,3532,3204,2026-05-10
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2831,3500,3158,2026-05-11
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2895,3549,3190,2026-05-12
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2948,3488,3183,2026-05-13
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2855,3500,3160,2026-05-14
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2930,3387,3154,2026-05-15
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2980,3623,3237,2026-05-16
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2810,3454,3088,2026-05-17
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2785,3395,3162,2026-05-18
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2920,3403,3122,2026-05-19
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2836,3444,3118,2026-05-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2855,3411,3152,2026-05-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2798,3518,3094,2026-05-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2755,3430,3129,2026-05-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2902,3327,3116,2026-05-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2780,3448,3084,2026-05-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2706,3451,3075,2026-05-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2893,3381,3101,2026-05-27
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2885,3416,3131,2026-05-28
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2762,3510,3102,2026-05-29
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2890,3377,3091,2026-05-30
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2863,3308,3092,2026-05-31
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2700,3222,3001,2026-06-01
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2829,3468,3066,2026-06-02
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2801,3354,3111,2026-06-03
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2833,3363,3087,2026-06-04
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2829,3294,3078,2026-06-05
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2920,3542,3125,2026-06-06
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2687,3377,3041,2026-06-07
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2702,3290,3051,2026-06-08
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2766,3425,3078,2026-06-09
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2695,3318,3040,2026-06-10
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2730,3304,3015,2026-06-11
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2704,3353,3018,2026-06-12
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2837,3362,3030,2026-06-13
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2755,3295,3030,2026-06-14
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2841,3228,3023,2026-06-15
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2653,3385,3011,2026-06-16
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2739,3396,3022,2026-06-17
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2637,3318,2996,2026-06-18
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2820,3311,3005,2026-06-19
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2827,3380,3011,2026-06-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2759,3169,2990,2026-06-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2709,3264,3004,2026-06-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2721,3268,2983,2026-06-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2815,3299,3018,2026-06-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2701,3340,3009,2026-06-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2632,3200,2960,2026-06-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2676,3350,2991,2026-06-27
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2675,3460,3037,2026-06-28
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2801,3300,3013,2026-06-29
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2714,3315,2976,2026-06-30
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2724,3173,2959,2026-07-01
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2666,3376,3009,2026-07-02
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2725,3377,2966,2026-07-03
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2786,3329,2974,2026-07-04
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2645,3143,2939,2026-07-05
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2773,3246,2967,2026-07-06
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2782,3225,2989,2026-07-07
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2653,3344,2991,2026-07-08
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2680,3256,2958,2026-07-09
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2586,3099,2920,2026-07-10
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2694,3216,2974,2026-07-11
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2726,3323,2995,2026-07-12
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2724,3162,2982,2026-07-13
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2702,3190,2938,2026-07-14
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2613,3144,2956,2026-07-15
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2750,3189,2980,2026-07-16
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2606,3249,2934,2026-07-17
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2736,3280,2966,2026-07-18
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2640,3383,2979,2026-07-19
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2758,3377,2973,2026-07-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2706,3192,2937,2026-07-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2791,3208,3010,2026-07-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2723,3379,2971,2026-07-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2735,3275,2966,2026-07-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2599,3288,2939,2026-07-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2622,3332,2967,2026-07-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2748,3364,2993,2026-07-27
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2754,3296,2937,2026-07-28
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2741,3431,3030,2026-07-29
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2682,3288,2976,2026-07-30
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2752,3375,2981,2026-07-31
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2741,3292,3002,2026-08-01
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2737,3270,2970,2026-08-02
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2818,3346,3025,2026-08-03
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2676,3420,3009,2026-08-04
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2684,3439,3039,2026-08-05
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2787,3372,3025,2026-08-06
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2676,3221,3026,2026-08-07
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2704,3192,3007,2026-08-08
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2825,3263,3038,2026-08-09
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2798,3307,3011,2026-08-10
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2748,3398,3018,2026-08-11
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2641,3296,2986,2026-08-12
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2699,3399,2997,2026-08-13
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2713,3319,3028,2026-08-14
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2822,3437,3098,2026-08-15
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2762,3415,3056,2026-08-16
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2810,3391,3025,2026-08-17
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Jowar,2810,3374,3063,2026-08-18
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2046,2519,2310,2026-02-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2142,2548,2301,2026-02-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2194,2511,2336,2026-02-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2038,2533,2309,2026-02-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2124,2569,2336,2026-02-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2072,2475,2299,2026-02-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2132,2517,2316,2026-02-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2073,2521,2305,2026-02-27
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2171,2528,2314,2026-02-28
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2118,2493,2318,2026-03-01
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2189,2670,2366,2026-03-02
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2095,2520,2363,2026-03-03
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2194,2659,2342,2026-03-04
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2111,2651,2377,2026-03-05
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2188,2579,2352,2026-03-06
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2068,2530,2345,2026-03-07
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2173,2624,2358,2026-03-08
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2169,2563,2350,2026-03-09
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2146,2655,2385,2026-03-10
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2213,2670,2360,2026-03-11
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2187,2691,2365,2026-03-12
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2175,2545,2357,2026-03-13
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2121,2565,2379,2026-03-14
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2168,2601,2362,2026-03-15
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2161,2674,2389,2026-03-16
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2164,2688,2393,2026-03-17
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2109,2573,2384,2026-03-18
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2121,2682,2387,2026-03-19
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2218,2670,2397,2026-03-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2112,2524,2368,2026-03-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2216,2621,2403,2026-03-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2160,2662,2415,2026-03-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2217,2683,2426,2026-03-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2214,2714,2418,2026-03-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2209,2661,2420,2026-03-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2179,2584,2389,2026-03-27
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2241,2660,2409,2026-03-28
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2271,2671,2427,2026-03-29
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2244,2641,2419,2026-03-30
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2240,2554,2408,2026-03-31
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2190,2725,2426,2026-04-01
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2160,2619,2434,2026-04-02
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2161,2691,2435,2026-04-03
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2237,2706,2418,2026-04-04
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2205,2743,2427,2026-04-05
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2219,2707,2420,2026-04-06
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2122,2668,2394,2026-04-07
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2179,2669,2415,2026-04-08
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2214,2639,2432,2026-04-09
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2251,2656,2430,2026-04-10
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2166,2709,2402,2026-04-11
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2142,2728,2431,2026-04-12
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2228,2689,2440,2026-04-13
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2220,2707,2408,2026-04-14
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2163,2713,2406,2026-04-15
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2230,2748,2448,2026-04-16
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2173,2621,2425,2026-04-17
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2126,2563,2404,2026-04-18
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2130,2614,2403,2026-04-19
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2231,2628,2418,2026-04-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2119,2643,2405,2026-04-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2225,2662,2369,2026-04-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2185,2711,2408,2026-04-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2118,2578,2391,2026-04-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2196,2557,2409,2026-04-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2245,2622,2405,2026-04-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2201,2601,2372,2026-04-27
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2187,2687,2387,2026-04-28
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2225,2569,2373,2026-04-29
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2244,2533,2389,2026-04-30
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2261,2716,2420,2026-05-01
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2130,2569,2380,2026-05-02
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2176,2684,2365,2026-05-03
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2178,2615,2372,2026-05-04
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2234,2721,2422,2026-05-05
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2187,2649,2373,2026-05-06
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2163,2630,2359,2026-05-07
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2216,2713,2402,2026-05-08
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2209,2652,2366,2026-05-09
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2117,2522,2373,2026-05-10
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2147,2628,2356,2026-05-11
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2185,2520,2349,2026-05-12
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2061,2612,2328,2026-05-13
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2111,2589,2364,2026-05-14
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2161,2651,2377,2026-05-15
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2176,2617,2343,2026-05-16
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2141,2573,2345,2026-05-17
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2125,2553,2324,2026-05-18
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2147,2598,2318,2026-05-19
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2107,2509,2350,2026-05-20
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2040,2527,2314,2026-05-21
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2076,2500,2320,2026-05-22
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2151,2468,2321,2026-05-23
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2093,2456,2294,2026-05-24
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2018,2570,2263,2026-05-25
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2155,2540,2299,2026-05-26
Madhya Pradesh,Madhya Pradesh Central,Madhya Pradesh APMC,Bajra,2154,2509,2302,2026-05-27
